project,source,long,lat,date,subset,depth,temp,chltot,chl0.2,chl2,chl20
AMT3,,-22.28,9.05,277,ECUAT,-60,18.88,0.43915,0.3315,0.07699,0.03066
AMT3,,-22.28,9.05,277,ECUAT,-80,16.13,0.21553,0.15706,0.03838,0.02008
AMT3,,-24.01,5.18,278,ECUAT,-7,28.43,0.12973,0.08843,0.02523,0.01608
AMT3,,-24.01,5.18,278,ECUAT,-20,28.22,0.16491,0.10387,0.03695,0.02408
AMT3,,-24.01,5.18,278,ECUAT,-40,27.98,0.26671,0.17708,0.05411,0.03552
AMT3,,-24.01,5.18,278,ECUAT,-60,26.01,0.41828,0.32006,0.06555,0.03266
AMT3,,-24.01,5.18,278,ECUAT,-70,24.1,0.55211,0.43445,0.09701,0.02065
AMT3,,-24.01,5.18,278,ECUAT,-80,23.21,0.46032,0.36296,0.07985,0.01751
AMT3,,-24.01,5.18,278,ECUAT,-100,18.88,0.29846,0.24571,0.03695,0.01579
AMT3,,-25.78,1.29,279,ECUAT,-7,26.87,0.1509,0.11702,0.02837,0.0055
AMT3,,-25.78,1.29,279,ECUAT,-40,26.87,0.17549,0.14276,0.02637,0.00635
AMT3,,-25.78,1.29,279,ECUAT,-60,26.32,0.33277,0.26945,0.0564,0.00693
AMT3,,-25.78,1.29,279,ECUAT,-70,25.93,0.47318,0.3887,0.06841,0.01608
AMT3,,-25.78,1.29,279,ECUAT,-80,25.32,0.73427,0.58887,0.11417,0.03123
AMT3,,-25.78,1.29,279,ECUAT,-100,19.14,0.34221,0.27431,0.05411,0.01379
AMT3,,-25.78,1.29,279,ECUAT,-120,15.02,0.06653,0.04839,0.01493,0.00321
AMT3,,-27.45,-2.39,280,ECUAT,-7,26.32,0.11944,0.09701,0.01865,0.00378
AMT3,,-27.45,-2.39,280,ECUAT,-40,26.31,0.14346,0.11702,0.02294,0.00349
AMT3,,-27.45,-2.39,280,ECUAT,-65,26.29,0.22267,0.19138,0.02837,0.00292
AMT3,,-27.45,-2.39,280,ECUAT,-75,26.25,0.2833,0.23427,0.04267,0.00635
AMT3,,-27.45,-2.39,280,ECUAT,-85,25.32,0.37681,0.29433,0.05983,0.02265
AMT3,,-27.45,-2.39,280,ECUAT,-100,18.8,0.35279,0.28289,0.05411,0.01579
AMT3,,-27.45,-2.39,280,ECUAT,-120,14.05,0.12201,0.08557,0.02666,0.00979
AMT3,,-29.27,-6.48,281,ECUAT,-7,26.64,0.09856,0.07241,0.0218,0.00435
AMT3,,-29.27,-6.48,281,ECUAT,-50,26.6,0.10485,0.07842,0.02237,0.00407
AMT3,,-29.27,-6.48,281,ECUAT,-70,26.6,0.10485,0.07813,0.0238,0.00292
AMT3,,-29.27,-6.48,281,ECUAT,-90,25.94,0.30589,0.25257,0.0461,0.00721
AMT3,,-29.27,-6.48,281,ECUAT,-110,22.66,0.41713,0.33722,0.06641,0.0135
AMT3,,-29.27,-6.48,281,ECUAT,-120,21.23,0.3159,0.25829,0.04324,0.01436
AMT3,,-29.27,-6.48,281,ECUAT,-140,17.11,0.14832,0.10273,0.03209,0.0135
AMT3,,-31.24,-10.78,282,OLIGO,-7,26.15,0.04566,0.03038,0.0095,0.00578
AMT3,,-31.24,-10.78,282,OLIGO,-50,25.72,0.05681,0.03695,0.01636,0.00349
AMT3,,-31.24,-10.78,282,OLIGO,-75,24.98,0.09141,0.06555,0.0238,0.00207
AMT3,,-31.24,-10.78,282,OLIGO,-100,24.22,0.14918,0.11702,0.0278,0.00435
AMT3,,-31.24,-10.78,282,OLIGO,-120,22.35,0.31447,0.26573,0.0381,0.01064
AMT3,,-31.24,-10.78,282,OLIGO,-130,21.25,0.14403,0.09701,0.03695,0.01007
AMT3,,-31.24,-10.78,282,OLIGO,-140,20.69,0.15976,0.10845,0.03981,0.0115
AMT3,,-33.12,-15.21,283,OLIGO,-7,25.98,0.06739,0.04553,0.01779,0.00407
AMT3,,-33.12,-15.21,283,OLIGO,-60,25.46,0.05624,0.03381,0.01837,0.00407
AMT3,,-33.12,-15.21,283,OLIGO,-80,25.21,0.0774,0.04839,0.02494,0.00407
AMT3,,-33.12,-15.21,283,OLIGO,-100,24.86,0.1263,0.09701,0.02466,0.00464
AMT3,,-33.12,-15.21,283,OLIGO,-120,23.41,0.23068,0.18852,0.03409,0.00807
AMT3,,-33.12,-15.21,283,OLIGO,-140,22.69,0.3179,0.27431,0.03409,0.0095
AMT3,,-33.12,-15.21,283,OLIGO,-160,21.63,0.21152,0.17994,0.02065,0.01093
AMT3,,-35.05,-18.86,284,OLIGO,-7,24.66,0.07197,0.04553,0.02265,0.00378
AMT3,,-35.05,-18.86,284,OLIGO,-50,23.96,0.07283,0.04839,0.02065,0.00378
AMT3,,-35.05,-18.86,284,OLIGO,-75,23.63,0.12173,0.08843,0.02837,0.00492
AMT3,,-35.05,-18.86,284,OLIGO,-100,23.42,0.18864,0.14848,0.03695,0.00321
AMT3,,-35.05,-18.86,284,OLIGO,-110,23.35,0.26471,0.22283,0.03695,0.00492
AMT3,,-35.05,-18.86,284,OLIGO,-125,23.12,0.36595,0.31434,0.04267,0.00893
AMT3,,-35.05,-18.86,284,OLIGO,-140,21.18,0.25156,0.19138,0.04839,0.01179
AMT3,,-36.95,-22.93,285,OLIGO,-7,22.45,0.10185,0.07699,0.02008,0.00478
AMT3,,-36.95,-22.93,285,OLIGO,-60,21.93,0.17892,0.14276,0.03123,0.00492
AMT3,,-36.95,-22.93,285,OLIGO,-100,21.82,0.25628,0.21711,0.03123,0.00793
AMT3,,-39.6,-26.62,286,OLIGO,-7,20.82,0.10686,0.08414,0.01751,0.00521
AMT3,,-39.6,-26.62,286,OLIGO,-70,20.47,0.24212,0.1971,0.03409,0.01093
AMT3,,-39.6,-26.62,286,OLIGO,-95,19.56,0.3934,0.31148,0.05697,0.02494
AMT3,,-42.9,-29.85,287,OLIGO,-7,19.76,0.10714,0.07985,0.02323,0.00407
AMT3,,-42.9,-29.85,287,OLIGO,-50,19.45,0.15547,0.11417,0.03781,0.00349
AMT3,,-42.9,-29.85,287,OLIGO,-90,18.2,0.5115,0.42015,0.07699,0.01436
AMT3,,-46.12,-32.8,288,OLIGO,-7,18.88,0.34307,0.25286,0.07556,0.01465
AMT3,,-46.12,-32.8,288,OLIGO,-20,18.88,0.3505,0.26001,0.08214,0.00836
AMT3,,-46.12,-32.8,288,OLIGO,-40,18.88,0.36366,0.26573,0.08986,0.00807
AMT3,,-46.12,-32.8,288,OLIGO,-60,18.87,0.43629,0.34866,0.07413,0.0135
AMT3,,-46.12,-32.8,288,OLIGO,-80,18.58,0.30861,0.25143,0.04982,0.00736
AMT3,,-49.4,-35.71,289,OLIGO,-7,16.44,0.56984,0.38012,0.17136,0.01837
AMT3,,-49.4,-35.71,289,OLIGO,-20,16.43,0.59672,0.40871,0.17422,0.01379
AMT3,,-49.4,-35.71,289,OLIGO,-30,16.13,0.58014,0.38012,0.17422,0.0258
AMT3,,-49.4,-35.71,289,OLIGO,-40,15.94,0.45031,0.30862,0.1156,0.02609
AMT3,,-49.4,-35.71,289,OLIGO,-50,15.77,0.26242,0.17279,0.07413,0.01551
AMT3,,-52.19,-37.8,290,OLIGO,-7,17.15,0.39983,0.27431,0.1156,0.00993
AMT3,,-52.19,-37.8,290,OLIGO,-20,17.12,0.50779,0.3172,0.17565,0.01493
AMT3,,-52.19,-37.8,290,OLIGO,-30,16.61,0.54696,0.31148,0.21425,0.02123
AMT3,,-52.19,-37.8,290,OLIGO,-40,16.49,0.62132,0.35152,0.23999,0.0298
AMT3,,-52.19,-37.8,290,OLIGO,-60,16.49,0.29931,0.1542,0.13132,0.01379
AMT3,,-55.03,-43.57,297,TEMP,-7,10.86,0.97735,0.5088,0.36296,0.10559
AMT3,,-55.03,-43.57,297,TEMP,-20,10.87,0.92873,0.47735,0.35438,0.09701
AMT3,,-55.03,-43.57,297,TEMP,-30,10.88,0.92301,0.49736,0.34866,0.07699
AMT3,,-55.03,-43.57,297,TEMP,-50,10.29,0.38539,0.11417,0.19138,0.07985
AMT3,,-55.03,-43.57,297,TEMP,-60,8.69,0.1283,0.03324,0.07127,0.0238
AMT3,,-55.88,-48.01,298,TEMP,-7,5.43,0.30818,0.09129,0.09415,0.12274
AMT3,,-55.88,-48.01,298,TEMP,-20,5.42,0.29788,0.09615,0.09043,0.11131
AMT3,,-55.88,-48.01,298,TEMP,-40,5.08,0.29588,0.05411,0.09987,0.1419
AMT3,,-55.88,-48.01,298,TEMP,-60,4.89,0.40255,0.05411,0.12846,0.21997
AMT3,,-55.88,-48.01,298,TEMP,-80,4.45,0.48834,0.05983,0.14276,0.28575
AMT3,,-57.89,-51.93,299,TEMP,-7,6.23,0.7949,0.32578,0.45733,0.01179
AMT3,,-57.89,-51.93,299,TEMP,-20,6.19,0.78632,0.27717,0.4945,0.01465
AMT3,,-57.89,-51.93,299,TEMP,-30,6.11,0.64477,0.21711,0.41157,0.01608
AMT3,,-57.89,-51.93,299,TEMP,-40,6.08,0.43286,0.15134,0.2643,0.01722
AMT3,,-57.89,-51.93,299,TEMP,-50,6.01,0.3445,0.10845,0.22569,0.01036
AMT3,,-57.89,-51.93,299,TEMP,-60,6.01,0.30875,0.09987,0.19996,0.00893
Arab Sea,Latasa & Bidigare,64.89,15,95/3/28,,20,27.65,0.08247,0.07046,0.00979,0.00221
Arab Sea,,64.89,15,95/3/28,,60,26.76,0.21127,0.18519,0.02099,0.0051
Arab Sea,,64.89,15,95/3/28,,70,25.82,0.31671,0.28081,0.02792,0.00798
Arab Sea,,64.89,15,95/3/28,,80,25.59,0.2236,0.19857,0.01881,0.00621
Arab Sea,,67.16,19.2,95/8/22,,5,27.92,0.10969,0.10322,0.00456,0.00192
Arab Sea,,67.16,19.2,95/8/22,,30,27.88,0.18496,0.16733,0.01312,0.00451
Arab Sea,,67.16,19.2,95/8/22,,50,24.45,0.41618,0.30463,0.0704,0.04116
Arab Sea,,67.16,19.2,95/8/22,,70,23.87,0.24946,0.2136,0.03418,0.00168
Arab Sea,,67.17,19.19,95/8/24,,5,28.3,0.11251,0.10255,0.00687,0.00309
Arab Sea,,67.17,19.19,95/8/24,,30,27.92,0.18455,0.17043,0.01255,0.00158
Arab Sea,,67.17,19.19,95/8/24,,50,27.4,0.43402,0.38705,0.02974,0.01723
Arab Sea,,67.17,19.19,95/8/24,,70,24.4,0.15606,0.13074,0.01755,0.00777
Arab Sea,,64.9,10,95/8/28,,5,27.95,0.14664,0.13107,0.01354,0.00203
Arab Sea,,64.9,10,95/8/28,,25,27.92,0.15735,0.14035,0.0153,0.00171
Arab Sea,,64.9,10,95/8/28,,50,27.91,0.18831,0.17252,0.01403,0.00176
Arab Sea,,64.9,10,95/8/28,,85,27.49,0.47645,0.44127,0.03244,0.00275
Arab Sea,,64.9,9.96,95/8/28,,50,27.86,0.19674,0.17916,0.01629,0.00129
Arab Sea,,64.9,9.96,95/8/28,,86,27.8,0.23688,0.22036,0.01558,0.00093
Arab Sea,,65,14.45,95/8/31,Monsoon,5,27.06,0.37886,0.13618,0.05617,0.18651
Arab Sea,,65,14.45,95/8/31,Monsoon,20,27.06,0.34319,0.12714,0.04679,0.16927
Arab Sea,,65,14.45,95/8/31,Monsoon,40,27.07,0.36476,0.12649,0.05199,0.18627
Arab Sea,,65,14.45,95/8/31,Monsoon,70,26.87,0.43375,0.13172,0.0692,0.23283
Arab Sea,,65,14.44,95/9/1,Monsoon,5,27.02,0.52352,0.1852,0.0929,0.24542
Arab Sea,,65,14.44,95/9/1,Monsoon,20,27.02,0.57511,0.22276,0.1048,0.24755
Arab Sea,,65,14.44,95/9/1,Monsoon,40,27.01,0.64069,0.2434,0.1157,0.28159
Arab Sea,,65,14.44,95/9/1,Monsoon,70,27.01,0.64088,0.24456,0.08674,0.30959
Arab Sea,,62,16.03,95/9/4,Monsoon,5,26.63,0.50682,0.31013,0.05998,0.13671
Arab Sea,,62,16.03,95/9/4,Monsoon,15,26.61,0.54227,0.32107,0.06964,0.15157
Arab Sea,,62,16.03,95/9/4,Monsoon,30,26.6,0.55291,0.34293,0.0799,0.13009
Arab Sea,,62,16.03,95/9/4,Monsoon,50,26.55,0.58459,0.33658,0.08485,0.16316
Arab Sea,,59.77,17.2,95/9/7,Monsoon,5,24.77,0.33547,0.14866,0.0386,0.14821
Arab Sea,,59.77,17.2,95/9/7,Monsoon,15,24.74,0.45515,0.18584,0.08795,0.18136
Arab Sea,,59.77,17.2,95/9/7,Monsoon,30,24.03,0.19288,0.07528,0.03911,0.07849
Arab Sea,,59.77,17.2,95/9/7,Monsoon,50,22.95,0.03227,0.02209,0.00866,0.00153
Arab Sea,,59.77,17.2,95/9/7,Monsoon,5,24.98,0.32981,0.16071,0.04038,0.12872
Arab Sea,,59.77,17.2,95/9/7,Monsoon,15,24.88,0.34105,0.17735,0.05507,0.10863
Arab Sea,,59.77,17.2,95/9/7,Monsoon,30,24.34,0.22288,0.12831,0.02828,0.06628
Arab Sea,,59.77,17.2,95/9/7,Monsoon,50,22.74,0.04322,0.03291,0.00541,0.00489
Arab Sea,,58,18.08,95/9/10,Monsoon,3,23.35,0.2228,0.11491,0.04523,0.06266
Arab Sea,,58,18.08,95/9/10,Monsoon,12,21.54,0.4847,0.11511,0.24476,0.12483
Arab Sea,,58,18.08,95/9/10,Monsoon,25,20.89,0.92208,0.4373,0.26333,0.22145
Arab Sea,,58,18.08,95/9/10,Monsoon,42,19.99,0.39301,0.15686,0.1381,0.09804
Arab Sea,,58.16,18.11,95/9/11,Monsoon,3,24.92,0.22788,0.14,0.02724,0.06063
Arab Sea,,58.16,18.11,95/9/11,Monsoon,15,23.83,0.33719,0.21736,0.05815,0.06168
Arab Sea,,58.16,18.11,95/9/11,Monsoon,25,22.85,0.37633,0.25108,0.08887,0.03638
Arab Sea,,58.16,18.11,95/9/11,Monsoon,40,21.34,0.48544,0.28007,0.12763,0.07774
Arab Sea,,67.12,19.17,95/11/6,,23,28.71,0.148,0.129,0.014,0.005
Arab Sea,,67.12,19.17,95/11/6,,53,25.66,0.582,0.502,0.059,0.021
Arab Sea,,67.12,19.17,95/11/6,,72,23.87,0.304,0.268,0.025,0.011
Arab Sea,,64.98,10.09,95/11/10,,32,28.89,0.028,0.013,0.013,0.002
Arab Sea,,64.98,10.09,95/11/10,,76,26.24,0.474,0.415,0.039,0.02
Arab Sea,,64.98,10.09,95/11/10,,125,18.86,0.047,0.043,0.002,0.002
Arab Sea,,65,14.47,95/11/13,,19,28.36,0.196,0.178,0.013,0.005
Arab Sea,,65,14.47,95/11/13,,73,24.35,0.191,0.145,0.02,0.026
Arab Sea,,65,14.47,95/11/13,,88,23.8,0.129,0.109,0.013,0.007
Arab Sea,,59.84,17.1,95/11/16,,13,27.14,0.546,0.45,0.07,0.026
Arab Sea,,59.84,17.1,95/11/16,,28,27.05,0.636,0.516,0.083,0.037
Arab Sea,,59.84,17.1,95/11/16,,47,27.01,0.388,0.323,0.045,0.02
Arab Sea,,57.27,18.5,95/11/18,,10,27.49,0.306,0.268,0.029,0.009
Arab Sea,,57.27,18.5,95/11/18,,33,27.33,0.424,0.377,0.034,0.013
Arab Sea,,57.27,18.5,95/11/18,,63,23.75,0.204,0.182,0.017,0.005
Soiree T1140/1,"Gall, Boyd",139.74,-60.95,99/2/12,IN,1,2.54,0.32193,0.17837,0.08133,0.06224
Soiree T1140/1,,139.74,-60.95,99/2/12,IN,5,2.54,0.29127,0.14573,0.07078,0.07476
Soiree T1140/1,,139.74,-60.95,99/2/12,IN,20,2.54,0.29763,0.15,0.06983,0.0778
Soiree T1140/1,,139.74,-60.95,99/2/12,IN,40,2.53,0.32056,0.17153,0.08451,0.06452
Soiree T1144/1,,139.93,-60.93,99/2/14,IN,1,2.56,0.62754,0.43263,0.09738,0.09753
Soiree T1144/1,,139.93,-60.93,99/2/14,IN,5,2.56,0.58018,0.29867,0.1411,0.14042
Soiree T1144/1,,139.93,-60.93,99/2/14,IN,20,2.54,0.52656,0.22239,0.1425,0.16167
Soiree T1144/1,,139.93,-60.93,99/2/14,IN,40,2.51,0.63585,0.34155,0.13339,0.16091
Soiree T1147/1,,139.93,-60.93,99/2/15,IN,5,,0.51308,0.12334,0.18671,0.20303
Soiree T1147/1,,139.93,-60.93,99/2/15,IN,20,,0.56432,0.15977,0.17305,0.2315
Soiree T1147/1,,139.93,-60.93,99/2/15,IN,40,,0.88879,0.16888,0.24174,0.47817
Soiree T1151/1,,140.09,-60.9,99/2/16,IN,1,2.67,0.66147,0.27704,0.23301,0.15142
Soiree T1151/1,,140.09,-60.9,99/2/16,IN,5,2.67,0.60454,0.29411,0.16281,0.14763
Soiree T1151/1,,140.09,-60.9,99/2/16,IN,20,2.59,0.71915,0.27931,0.22391,0.21594
Soiree T1151/1,,140.09,-60.9,99/2/16,IN,40,2.55,0.76204,0.25806,0.19924,0.30474
Soiree T1158/2,,140.23,-60.93,99/2/18,IN,5,2.83,0.59202,0.13852,0.28159,0.17191
Soiree T1158/2,,140.23,-60.93,99/2/18,IN,20,2.74,0.99201,0.15142,0.39278,0.44781
Soiree T1158/2,,140.23,-60.93,99/2/18,IN,40,2.57,1.56316,0.19165,0.3203,1.05122
Soiree T1159/1,,140.28,-60.97,99/2/19,IN,5,2.71,1.28119,0.59582,0.36849,0.31688
Soiree T1159/1,,140.28,-60.97,99/2/19,IN,20,2.71,1.30965,0.5313,0.37798,0.40037
Soiree T1159/1,,140.28,-60.97,99/2/19,IN,40,2.7,1.2922,0.47438,0.37381,0.44402
Soiree T1162/1,,140.4,-61.03,99/2/20,IN,5,2.77,1.39504,0.49715,0.40834,0.48956
Soiree T1162/1,,140.4,-61.03,99/2/20,IN,20,2.72,1.2607,0.12941,0.52788,0.60341
Soiree T1162/1,,140.4,-61.03,99/2/20,IN,40,2.7,1.96126,0.1499,0.49449,1.31687
Soiree T1167/1,,140.5,-61.06,99/2/21,IN,5,2.88,0.98328,0.16508,0.44629,0.37191
Soiree T1167/1,,140.5,-61.06,99/2/21,IN,20,2.83,1.28005,0.17647,0.49639,0.6072
Soiree T1167/1,,140.5,-61.06,99/2/21,IN,40,2.71,1.25235,0.15597,0.34497,0.75141
Soiree T1171/1,,140.64,-61.1,99/2/22,IN,5,,0.99125,0.23567,0.29639,0.4592
Soiree T1171/1,,140.64,-61.1,99/2/22,IN,20,,1.30852,0.28273,0.37684,0.64895
Soiree T1171/1,,140.64,-61.1,99/2/22,IN,40,,1.58176,0.20189,0.33624,1.04363
Soiree T1141/2,,139.49,-60.98,99/2/12,OUT,5,2.53,0.23935,0.12372,0.05985,0.05579
Soiree T1141/2,,139.49,-60.98,99/2/12,OUT,20,2.52,0.26091,0.12524,0.06622,0.06945
Soiree T1141/2,,139.49,-60.98,99/2/12,OUT,40,2.5,0.16892,0.06072,0.05241,0.05579
Soiree T1145/2,,139.68,-60.97,99/2/14,OUT,5,2.62,0.20645,0.07097,0.09374,0.04175
Soiree T1145/2,,139.68,-60.97,99/2/14,OUT,20,2.51,0.16026,0.05313,0.06501,0.04212
Soiree T1145/2,,139.68,-60.97,99/2/14,OUT,40,2.47,0.25738,0.12334,0.09837,0.03567
Soiree T1152/2,,140.11,-61.12,99/2/16,OUT,40,2.35,0.20144,0.04706,0.07165,0.08273
Soiree T1157/1,,140.61,-60.95,99/2/18,OUT,1,2.74,0.22091,0.09905,0.09415,0.0277
Soiree T1157/1,,140.61,-60.95,99/2/18,OUT,5,2.75,0.13355,0.05579,0.05696,0.0208
Soiree T1157/1,,140.61,-60.95,99/2/18,OUT,20,2.68,0.17309,0.05617,0.06,0.05693
Soiree T1157/1,,140.61,-60.95,99/2/18,OUT,40,2.53,0.34952,0.05237,0.09184,0.20531
Soiree T1161/1,,140.61,-60.95,99/2/20,OUT,5,,0.30986,0.13055,0.07381,0.1055
Soiree T1161/1,,140.61,-60.95,99/2/20,OUT,20,,0.3055,0.09412,0.06565,0.14573
Soiree T1168/2,,141.05,-61.05,99/2/21,OUT,5,2.81,0.1954,0.08956,0.06341,0.04243
Soiree T1168/2,,141.05,-61.05,99/2/21,OUT,20,2.76,0.32827,0.18899,0.05541,0.08387
Soiree T1168/2,,141.05,-61.05,99/2/21,OUT,40,2.57,0.31999,0.1184,0.07977,0.12182
"RaTS, Antarc Penin",Clarke,-68.225,-67.57,03/7/8,winter,15,-1.67,0.0367,0,0.034,0.0026
"RaTS, Antarc Penin",,-68.225,-67.57,03/7/20,winter,15,-1.68,0.0342,0.0011,0.0282,0.0049
"RaTS, Antarc Penin",,-68.225,-67.57,03/7/24,winter,15,-1.61,0.0376,0.0009,0.0315,0.0052
"RaTS, Antarc Penin",,-68.225,-67.57,03/8/6,winter,15,-1.83,0.0274,0.0015,0.02,0.0059
"RaTS, Antarc Penin",,-68.225,-67.57,03/8/12,winter,15,-1.82,0.0438,0.0065,0.0305,0.0067
"RaTS, Antarc Penin",,-68.225,-67.57,03/8/19,winter,15,-1.8,0.0333,0.0026,0.0245,0.0061
"RaTS, Antarc Penin",,-68.225,-67.57,03/9/1,winter,15,-1.77,0.0448,0.007,0.0333,0.0045
"RaTS, Antarc Penin",,-68.225,-67.57,03/9/29,winter,15,-1.7,0.1105,0.0366,0.0551,0.0187
"RaTS, Antarc Penin",,-68.225,-67.57,03/10/13,spring,15,-1.7,0.3373,0.1008,0.1949,0.0416
"RaTS, Antarc Penin",,-68.225,-67.57,03/10/20,spring,15,-1.62,0.5148,0.0593,0.267,0.1886
"RaTS, Antarc Penin",,-68.225,-67.57,03/10/27,spring,15,-1.57,1.1325,0.052,0.4146,0.6659
"RaTS, Antarc Penin",,-68.225,-67.57,03/11/4,spring,15,-1.62,1.6129,0.056,0.3863,1.1706
"RaTS, Antarc Penin",,-68.225,-67.57,03/11/10,spring,15,-1.58,3.834,0.0281,0.5897,3.2162
"RaTS, Antarc Penin",,-68.225,-67.57,03/11/17,spring,15,-1.53,5.3138,0.031,0.696,4.5867
"RaTS, Antarc Penin",,-68.225,-67.57,03/11/21,spring,15,-1.49,18.0053,0.0347,0.4235,17.5471
"RaTS, Antarc Penin",,-68.225,-67.57,03/11/28,spring,15,-1.25,15.4262,0.0209,0.7439,14.6614
"RaTS, Antarc Penin",,-68.225,-67.57,03/12/4,spring,15,-0.92,11.6883,0.0125,1.0179,10.6579
"RaTS, Antarc Penin",,-68.225,-67.57,03/12/12,spring,15,-0.17,11.0737,0.0213,1.1736,9.8789
"RaTS, Antarc Penin",,-68.225,-67.57,03/12/17,spring,15,-1.06,8.5488,0.0093,0.4276,8.112
"RaTS, Antarc Penin",,-68.225,-67.57,03/12/22,spring,15,-0.59,18.528,0.0127,0.6276,17.8877
"RaTS, Antarc Penin",,-68.225,-67.57,03/12/29,spring,15,0.52,21.511,0.0001,0.8941,20.6168
"RaTS, Antarc Penin",,-68.225,-67.57,04/1/7,summer,15,0.56,6.701,0.0029,1.1677,5.5304
"RaTS, Antarc Penin",,-68.225,-67.57,04/1/12,summer,15,0.75,6.7237,0.0162,0.6162,6.0913
"RaTS, Antarc Penin",,-68.225,-67.57,04/1/17,summer,15,1.72,4.2595,0.0173,0.8455,3.3968
"RaTS, Antarc Penin",,-68.225,-67.57,04/1/21,summer,15,0.97,6.7683,0.0023,0.5901,6.1758
"RaTS, Antarc Penin",,-68.225,-67.57,04/1/24,summer,15,0.71,2.7985,0.0018,0.2202,2.5766
"RaTS, Antarc Penin",,-68.225,-67.57,04/1/28,summer,15,1.16,4.0966,0.0272,0.5091,3.5602
"RaTS, Antarc Penin",,-68.225,-67.57,04/2/3,summer,15,0.91,7.0913,0.0543,0.6682,6.3688
"RaTS, Antarc Penin",,-68.225,-67.57,04/2/9,summer,15,0.82,4.2875,0.0338,0.3921,3.8616
"RaTS, Antarc Penin",,-68.225,-67.57,04/2/13,summer,15,0.85,6.986,0.0319,0.4807,6.4734
"RaTS, Antarc Penin",,-68.225,-67.57,04/2/18,summer,15,0.34,14.4682,0.0515,0.6396,13.7771
"RaTS, Antarc Penin",,-68.225,-67.57,04/2/23,summer,15,0.64,6.9181,,0.4442,6.4736
"RaTS, Antarc Penin",,-68.225,-67.57,04/2/28,summer,15,0.68,11.762,0.0128,0.6828,11.0664
"RaTS, Antarc Penin",,-68.225,-67.57,04/3/4,summer,15,0.7,4.7725,,0.519,4.2534
"RaTS, Antarc Penin",,-68.225,-67.57,04/3/15,summer,15,0.46,1.9417,0.0125,0.3676,1.5616
"RaTS, Antarc Penin",,-68.225,-67.57,04/3/26,summer,15,0.46,1.6273,,0.1868,1.4405
"RaTS, Antarc Penin",,-68.225,-67.57,04/4/8,autumn,15,-0.32,1.2049,,0.1966,1.0082
"RaTS, Antarc Penin",,-68.225,-67.57,04/4/22,autumn,15,-0.61,0.5097,0.0169,0.1976,0.2952
"RaTS, Antarc Penin",,-68.225,-67.57,04/4/28,autumn,15,-0.92,1.0845,0.0147,0.3609,0.709
"RaTS, Antarc Penin",,-68.225,-67.57,04/5/11,autumn,15,-1.34,0.4105,0.0189,0.2092,0.1825
"RaTS, Antarc Penin",,-68.225,-67.57,04/5/26,autumn,15,-1.54,0.1826,0.0095,0.1088,0.0644
"RaTS, Antarc Penin",,-68.225,-67.57,04/6/3,autumn,15,-1.31,0.0792,0.0062,0.0525,0.0204
"RaTS, Antarc Penin",,-68.225,-67.57,04/6/8,autumn,15,-1.47,0.0733,,0.0513,0.0211
"RaTS, Antarc Penin",,-68.225,-67.57,04/6/16,autumn,15,-1.75,0.0704,0.004,0.0478,0.0186
HK2007,Chen et al. (2009a),114.3,22.34,1/2/2007  ,,0,16.5,0.54,0.145060779,0.202073794,0.192865427
HK2007,Chen et al. (2009a),114.3,22.34,3/3/2007  ,,0,19.5,1.88,0.382997132,0.319674043,1.177328825
HK2007,Chen et al. (2009a),114.3,22.34,17/4/2007 ,,0,23.2,0.6,0.085163517,0.267963846,0.284055875
HK2007,Chen et al. (2009a),114.3,22.34,14/5/2007 ,,0,25.9,1.03,0.251598472,0.503356994,0.344927581
HK2007,Chen et al. (2009a),114.3,22.34,11/6/2007 ,,0,26.3,1.91,0.752815992,0.527181646,0.085182853
HK2007,Chen et al. (2009a),114.3,22.34,9/7/2007  ,,0,30.6,1.2,0.44789881,0.390406924,0.303676458
HK2007,Chen et al. (2009a),114.3,22.34,7/8/2007  ,,0,29.6,1.8,0.363635257,0.245455168,1.151392937
HK2007,Chen et al. (2009a),114.3,22.34,28/9/2007 ,,0,27.4,3.21,0.458841745,0.407737854,2.343420401
HK2007,Chen et al. (2009a),114.3,22.34,18/10/2007,,0,26.6,1.75,0.542645414,0.470427852,0.736926734
HK2007,Chen et al. (2009a),114.3,22.34,17/11/2007,,0,22.5,1.63,0.501273751,0.44378868,0.684937569
HK2007,Chen et al. (2009a),114.3,22.34,8/12/2007 ,,0,19.8,1.84,0.324903167,0.180198982,1.334897851
HK2007,Chen et al. (2009a),114.3,22.34,8/1/2008  ,,0,18.3,5.4,0.476632629,0.898766612,4.024600759
HK2007,Chen et al. (2009a),114.3,22.34,23/2/2008 ,,0,15.9,2.24,0.414351421,0.610378507,1.215270072
HK2007,Chen et al. (2009a),113.95,22.36,6/2/2007  ,,0,17.6,22.23,3.238704129,1.271614216,17.71968165
HK2007,Chen et al. (2009a),113.95,22.36,9/3/2007  ,,0,19.5,1.51,0.448741366,0.414754946,0.646503687
HK2007,Chen et al. (2009a),113.95,22.36,13/4/2007 ,,0,21.5,3.95,0.292266456,0.827491298,2.830242246
HK2007,Chen et al. (2009a),113.95,22.36,17/5/2007 ,,0,26.6,7.41,0.436286721,1.045462923,5.824379412
HK2007,Chen et al. (2009a),113.95,22.36,14/6/2007 ,,0,27,1.73,0.382751881,0.84486973,0.55527299
